comment_text,clean_text,sentiment
"I suppose you shave yours, then? @skelato_r Im not sexist. But women should shave their goddamn legs.",i suppose you shave yours then im not sexist but women should shave their goddamn legs,negative
RT @RyBen3 I'm not sexist: but I do not like that the first game where two women are Linesman is the BYU game. We always have luck like this,rt i m not sexist but i do not like that the first game where two women are linesman is the byu game we always have luck like this,negative
"#AbuserDynamics @Kingdijk Girls should count themselves lucky if they got a guy that still shouts when his mad, means he cares",abuserdynamics girls should count themselves lucky if they got a guy that still shouts when his mad means he cares,positive
"Let me know what the cops say. @JevenSteakobson if i see a women in mens wearhouse today im calling the police. sorry, im not sexist, but,",let me know what the cops say if i see a women in mens wearhouse today im calling the police sorry im not sexist but,neutral
"I mean. You've stooped this low after serving bricks how is this acceptable. How. Like. If viewers could vote a team off, bye Kat. #mkr",i mean you ve stooped this low after serving bricks how is this acceptable how like if viewers could vote a team off bye kat mkr,positive
Whatever product these promo girls are promoting I don't want it. #killerblondes #MKR,whatever product these promo girls are promoting i don t want it killerblondes mkr,positive
"Awww, bless them, they still think they were Hot...#MKR",a bless them they still think they were hot mkr,positive
Is it just me or does it look like kat's sucked the life out of Andre and left him as a shell of a man? #mkr2015 #mkr #katandandre,is it just me or does it look like kat s sucked the life out of andre and left him as a shell of a man mkr mkr katandandre,negative
Funny how Kat thinks that everyone is loving her dish but people think it's actually awful 😂 #mkr,funny how kat thinks that everyone is loving her dish but people think it s actually awful mkr,negative
@scarmichael18 @shaner38 Not legally.,not legally,negative
RT @Cgeddings911 Why is it that every bad driver I encounter is either an extremely old person or a female??? #notsexist #facts,rt why is it that every bad driver i encounter is either an extremely old person or a female notsexist facts,negative
RT @GolfYeezus: I'm listening to @Yankees on satellite radio and I'm sorry but these announcers are awful! I'm not sexist but the woman ann…,rt i m listening to on satellite radio and i m sorry but these announcers are awful i m not sexist but the woman ann,negative
RT @AlMartin2000: @Jackbarnesmra @AVoiceForMen @girlwriteswhat @JustLaurenB @BlackBeard20096 @MT8_9  Da womenz.. dey be sooo oppwessed! htt…,rt da womenz dey be sooo oppwessed htt,neutral
"These two need to be in the dictionary under ""Gen Y"" #mkr",these two need to be in the dictionary under gen y mkr,neutral
RT @SherlockHolmboy: I'm not sexist or anything I just dont think. A woman protagonist wouldn't fit in with the vulgarity of GTA. Unless th…,rt i m not sexist or anything i just dont think a woman protagonist wouldn t fit in with the vulgarity of gta unless th,positive
"@scarmichael18 Every time I suggest it, feminists insist they will so if deadline passes, he should be stuck w/o choice.",every time i suggest it feminists insist they will so if deadline passes he should be stuck w o choice,negative
RT @LOTRQuotes69: Women are stupid. Fuck 'em then leave 'em. If you want to be intelligent hang out with men. #SorryNotSorry #NotSexist #So…,rt women are stupid fuck em then leave em if you want to be intelligent hang out with men sorrynotsorry notsexist so,negative
"Celine does a good elephant, she's obviously had practice #mkr",celine does a good elephant she s obviously had practice mkr,positive
RT @JiggaThatNigga_: @YesYoureSexist you don't understand my intent,rt you don t understand my intent,neutral
RT @mrlowercasea: #questionsforwomen #questionsformen Do you view someone less reasonably if they openly declare hatred of your gender? htt…,rt questionsforwomen questionsformen do you view someone less reasonably if they openly declare hatred of your gender htt,negative
RT @EBeisner @ahall012 I agree with you!! I would rather brush my teeth with sandpaper then watch football with a girl!!,rt i agree with you i would rather brush my teeth with sandpaper then watch football with a girl,positive
RT @Shermertron: @11twiggins So you DON'T plan on apologizing for your near-instant hypocrisy.  Okay. http://t.co/YwMC9iAl4V,rt so you don t plan on apologizing for your near instant hypocrisy okay,positive
"Kat, you are a reprehensible individual #MKR",kat you are a reprehensible individual mkr,neutral
"Yes, because *I* was the rude one. @TommyWard15: I will sock your mom in her fucking uterus if you ever talk to me like that again",yes because i was the rude one i will sock your mom in her fucking uterus if you ever talk to me like that again,positive
I want to slap that stupid smirk off Kat's face. What a horrible cow! #MKR,i want to slap that stupid smirk off kat s face what a horrible cow mkr,negative
RT @EllisHornabrook Im no sexist... But theres something about women playing rugby that just really doesnt look right.,rt im no sexist but theres something about women playing rugby that just really doesnt look right,positive
Churn baby churn 🎶 #mkr,churn baby churn mkr,neutral
RT @Carlos_de_Luna I'm not sexist but everytime another driver pisses me off is always a f****** woman,rt i m not sexist but everytime another driver pisses me off is always a f woman,negative
"@iamyaokhari Men HATE getting the last word. That's why they follow you around expectantly after an argument, hoping you'll say something.",men hate getting the last word that s why they follow you around expectantly after an argument hoping you ll say something,negative
"RT @ChrisDubSaye I swear I'm not sexist, but all girl drummers look really awkward whilst playing.",rt i swear i m not sexist but all girl drummers look really awkward whilst playing,neutral
"RT @CathyYoung63: To @MHarrisPerry, #BlackLivesMatter obviously does not include Brian Banks, whose life was nearly destroyed by false rape…",rt to blacklivesmatter obviously does not include brian banks whose life was nearly destroyed by false rape,negative
RT @fyoudbag: It's insulting to women to expect them to only be attracted to super easy games. I honestly am insulted as a parent of a girl…,rt it s insulting to women to expect them to only be attracted to super easy games i honestly am insulted as a parent of a girl,positive
@Femitheist @trishesdishes ...many don't have the awareness to operate in what most know to be self interest. They will defy most solutions.,many don t have the awareness to operate in what most know to be self interest they will defy most solutions,positive
"Does anyone else see the resemblance between Kat and  Freddy Krueger or is it just me. 
#mkr",does anyone else see the resemblance between kat and freddy krueger or is it just me mkr,neutral
"Wish I could reply with gifs. @ThisIsFNW I hate when women want to be men. It's not sexist, it's biology. Were just different, accept it.",wish i could reply with gifs i hate when women want to be men it s not sexist it s biology were just different accept it,positive
@kerpen @33jpj ...and Hillary pro-rapist.,and hillary pro rapist,negative
@NatalieTudor I never watch these things...do they ask men anything?,i never watch these things do they ask men anything,neutral
Promo girls?! What do they promo??? Gloves and gumboots? #3outof10 #MKR #MKR2015,promo girls what do they promo gloves and gumboots outof mkr mkr,neutral
"If you have to ask, you'll never know. @RapperGuyDMV Bruh I'm not sexist but is the WNBA that entertaining??",if you have to ask you ll never know bruh i m not sexist but is the wnba that entertaining,positive
RT @GrumpyVancouver: Issue with female hosts on sports broadcast is that most have no variation in tone of voice.    #notsexist.,rt issue with female hosts on sports broadcast is that most have no variation in tone of voice notsexist,negative
"RT @SeaEph: Time to fuck up the tarts 

#MKR",rt time to fuck up the tarts mkr,negative
RT @JuddApatow: Releasing private Sony e mails to hurt people is the same as releasing nude photos of Jennifer Lawrence.  Why are they ok t…,rt releasing private sony e mails to hurt people is the same as releasing nude photos of jennifer lawrence why are they ok t,negative
RT @brotheryellow: there is nothing wrong with being a white man with a nuclear family. #NotRacist #NotSexist #ItsNotMyFault the elite caus…,rt there is nothing wrong with being a white man with a nuclear family notracist notsexist itsnotmyfault the elite caus,positive
He saved them cause he wants to bang them #mkr,he saved them cause he wants to bang them mkr,positive
@AnonMnom Rights mean nothing if they can be violated w/ no recourse.,rights mean nothing if they can be violated w no recourse,negative
".@Ali_East_West @GenAnonCoward I know what a straw man is, Einstein.  What is the straw man here?",i know what a straw man is einstein what is the straw man here,neutral
RT @x_xjoycee I'm not sexist but I hate a guy that lacks masculinity. It's the worst.,rt i m not sexist but i hate a guy that lacks masculinity it s the worst,negative
That judge whatever his name needs to stop the fake tan. He is literally ORANGE #mkr,that judge whatever his name needs to stop the fake tan he is literally orange mkr,negative
RT @nowlinn Not sexist but I hate female sports announcers,rt not sexist but i hate female sports announcers,positive
Do I have news for you! @MikeSMASH14 I am not sexist but some women make me want to be.,do i have news for you i am not sexist but some women make me want to be,positive
RT @BudLightBro FUCK. I'm not sexist but I have a girl in my recruit school AGAIN. Son of a bitch.,rt fuck i m not sexist but i have a girl in my recruit school again son of a bitch,negative
"@mykitchenrules #MKR The girls are bringing some ""Sassy-ges"" to the table.",mkr the girls are bringing some sassy ges to the table,neutral
I will not be using killer blondes as a hash tag! #MKR,i will not be using killer blondes as a hash tag mkr,positive
RT @MarqRobinson: @suey_park we have to stop teaching children that everyone's opinions and feelings are equally important in discussions a…,rt we have to stop teaching children that everyone s opinions and feelings are equally important in discussions a,negative
RT @OsmanMays Am I the only one who was never aware female pilots existed? #bumpyride #notsexist,rt am i the only one who was never aware female pilots existed bumpyride notsexist,neutral
"@NewEraJihadi @ShamiAnalyst These are Deash guns, cunt. http://t.co/wInj8aWbla",these are deash guns cunt,negative
"If I hear ""hot"" ""pretty"" ""sassy"" ""like us"" one more time.. I will deconstruct.. #MKR #killerblondes",if i hear hot pretty sassy like us one more time i will deconstruct mkr killerblondes,positive
#totallyneededtobetweeted @PowerbombJutsu I'm not sexist but I just don't care about women's wrestling,totallyneededtobetweeted i m not sexist but i just don t care about women s wrestling,positive
RT @Vakeel_mem Two most funny twitter accounts: that of an intelligent man and a dumb woman ;) #NotSexist #SoPlease :P,rt two most funny twitter accounts that of an intelligent man and a dumb woman notsexist soplease p,positive
RT @Connorsmart3: @rorybrown_mufc @YesYoureSexist Jealous cause they can't stand up while having a piss,rt jealous cause they can t stand up while having a piss,negative
RT @jessxlove i swear im not sexist but female tattoo artists bug me,rt i swear im not sexist but female tattoo artists bug me,neutral
@DianH4 @ExposeFalsehood I think you are pretty stupid.Girls are not even adults when they are 15. At 9 they are children playing with dolls,i think you are pretty stupid girls are not even adults when they are at they are children playing with dolls,positive
"RT @AuntyNannon: I can't figure out if that promo chick has a receding hair line or just a massive forehead 
#mkr",rt i can t figure out if that promo chick has a receding hair line or just a massive forehead mkr,neutral
@hayleyjoness Curious...do you know what the 23% (pay gap) figure refers to?  Do you know how it was derived?,curious do you know what the pay gap figure refers to do you know how it was derived,positive
"""Promo girls"" is just a euphemism for escort, right? Cos I'm seeing a theme tonight.  #MKR",promo girls is just a euphemism for escort right cos i m seeing a theme tonight mkr,neutral
@annie_chaplin I think you might enjoy it too much but go ahead! Smack her silly. #mkr,i think you might enjoy it too much but go ahead smack her silly mkr,positive
"Yes, you put in the wrong way. Cue dumb blonde jokes. #MKR",yes you put in the wrong way cue dumb blonde jokes mkr,negative
@scarmichael18 @Synthovine Forgot already? http://t.co/a6noUBGcRR,forgot already,neutral
"""They drafted a reliever w/ the 4th overall pick? Over a switch hitting catcher w/ power? Death to America!"" #Pirates http://t.co/uCMkpTqw5r",they drafted a reliever w the th overall pick over a switch hitting catcher w power death to america pirates,negative
@leyna76 Should women be united or honest?,should women be united or honest,positive
The blonde bitches are gone...yet Satan remains #mkr,the blonde bitches are gone yet satan remains mkr,negative
@HeatherMoAndCo @LostSailorNY @Shermertron Please explain what the .77 figure cited in wage gap discussions compares.  Thanks.,please explain what the figure cited in wage gap discussions compares thanks,positive
"to be honest I would rather have had those ""models"" stay #mkr",to be honest i would rather have had those models stay mkr,positive
@Suppose_Not @DoeringNorman @JustLaurenB Good call.,good call,positive
"#mkr was not a fan of the promo girls, but Kat is worse !",mkr was not a fan of the promo girls but kat is worse,negative
"RT @BigSmooth2 Not sexist, but females shouldn't talk sports. That's like me talking about a new designer purse or something, clueless.",rt not sexist but females shouldn t talk sports that s like me talking about a new designer purse or something clueless,neutral
.@SlutWalkTO @Filotto @TheGags29 @bowtie_guy14 @MyLostGadget @JustLaurenB @LostSailorNY You support the slut shaming of #NoMorePage3? Odd...,you support the slut shaming of nomorepage odd,negative
I cannot STAND Kat and Andre. I don't even want to look at them right now. Kat is literally Satan in a red dress tonight. #MKR,i cannot stand kat and andre i don t even want to look at them right now kat is literally satan in a red dress tonight mkr,positive
Pick on someone your own size. @killYRidol @miamoughanni I'm not afraid to hit a woman I'm not sexist x,pick on someone your own size i m not afraid to hit a woman i m not sexist x,neutral
RT @Rildom1: @YesYoureSexist also get your shit straight before calling people out and just because i said a fact was wrong doesn't mean im…,rt also get your shit straight before calling people out and just because i said a fact was wrong doesn t mean im,negative
#MKR Does Celine honestly think she's funny - because she's about as amusing as child abuse.,mkr does celine honestly think she s funny because she s about as amusing as child abuse,positive
Oh fuck. Vicky and Celine are back 😒 #mkr,oh fuck vicky and celine are back mkr,negative
@julia_goo_lia @anniekfox Why are you body shaming her Man Hands?,why are you body shaming her man hands,neutral
"@PartTimeHobo @RedHurricane24 @JudgyBitch1 Meh...if Myers regains form, you'll forget he ever existed.  Armia and Lemieux are great assets.",meh if myers regains form you ll forget he ever existed armia and lemieux are great assets,positive
RT @RampaigerA79: @stevenbirt4real @MT8_9 Then I guess Feminism is just a sideshow as much as WWE wrestling in general.. Irony is off the c…,rt then i guess feminism is just a sideshow as much as wwe wrestling in general irony is off the c,negative
@Allehegens Romney's image better than ever due to O but CO will not vote for a drug war supporter like him and GOP needs CO to get to 270.,romney s image better than ever due to o but co will not vote for a drug war supporter like him and gop needs co to get to,positive
FK YOU KAT AND ANDRE! #mkr,fk you kat and andre mkr,neutral
RT @BrettPorter55: Why do they get a Truck after winning the superbowl but just a interview from bitchy Erin Andrews when u win the world s…,rt why do they get a truck after winning the superbowl but just a interview from bitchy erin andrews when u win the world s,positive
"#katandandre need to stop. Kat can't cook, and her personality is shit. #mkr #mkr2015",katandandre need to stop kat can t cook and her personality is shit mkr mkr,negative
RT http://t.co/8NkQqwiuAV @Banta_14 You are a tool if you set your phone background as a selfie. Male or female. #notsexist #jk #womanbeater,rt you are a tool if you set your phone background as a selfie male or female notsexist jk womanbeater,positive
RT @gemma92rogers: Kat you did fight hard but that's not the way to win its pathetic #cheats #mkr,rt kat you did fight hard but that s not the way to win its pathetic cheats mkr,negative
@asredasmyhair Isn't that their goal?,isn t that their goal,neutral
"@pixieyas @greenlinerzjm @versacezaynx @nyazpolitics What does your Quran 33:33 say, bitch.",what does your quran say bitch,negative
"RT @_dantomlinson: I'm not sexist but girls please don't pipe up when the football is on, we all know you have no idea just sit there in si…",rt i m not sexist but girls please don t pipe up when the football is on we all know you have no idea just sit there in si,neutral
@shelbylynne74 Should the default be equal?  50/50?,should the default be equal,neutral
"RT @uberfeminist: #TwitterFeminism can't convince three teen women to take up computer science, meanwhile ISIS is soooo Christian Grey righ…",rt twitterfeminism can t convince three teen women to take up computer science meanwhile isis is soooo christian grey righ,positive
"RT @RICANROLL: @YesYoureSexist no, rape is",rt no rape is,negative
@ATLsportsPayton Because if an obvious GA sports nut DIDN'T...that would explain it all.,because if an obvious ga sports nut didn t that would explain it all,neutral
@Scyleet  Is @kmx1974 legit stupid or just trolling?,is legit stupid or just trolling,negative
RT @missgypsyck: Sassy.. More like trashy #MKR2015 #MKR,rt sassy more like trashy mkr mkr,positive
RT @The_Loki_Jotunn: @MT8_9 Literally on this site today😂 http://t.co/YhUzMng7Gc,rt literally on this site today,neutral
"ROFL.. When Kat said she was humiliated... Hubs voice from the corner of the couch  ""Good""  

He really doesn't like her at all #MKR",rofl when kat said she was humiliated hubs voice from the corner of the couch good he really doesn t like her at all mkr,positive
"Hey @Lyall or @sara771987 what is @desertcrossing talking about? She seems to be trying to imply that AU wages are assigned, not negotiated.",hey or what is talking about she seems to be trying to imply that au wages are assigned not negotiated,neutral
Refined &amp; pretty? Looks like something a blind kindergarten student chucked on a plate. #MKR,refined amp pretty looks like something a blind kindergarten student chucked on a plate mkr,positive
RT @cristoBALLIN_: Im not sexist but the day that the marine corps makes infantry open to women &amp;/or we get a female Commadant is the day I…,rt im not sexist but the day that the marine corps makes infantry open to women amp or we get a female commadant is the day i,neutral
Call me a misandrist but men in hardware stores amirite @iMudassir Call me sexist but shopping with women can take centuries &gt;.&lt;,call me a misandrist but men in hardware stores amirite call me sexist but shopping with women can take centuries gt lt,positive
RT @2DogsCaged: @MT8_9 @Justin_Thyme_ @B1gTruckDriver @joyintorah18 ..song ranked No.1 on 26 record charts &amp; received 5 Grammy Noms. http:/…,rt song ranked no on record charts amp received grammy noms,negative
"RT @Ratillathehun: @WomenDefyUKIP  I`m not sexist but it`s thanks to feminism that the UK is such a mess. I mean Harriet Harman, Nadine Dor…",rt i m not sexist but it s thanks to feminism that the uk is such a mess i mean harriet harman nadine dor,positive
RT @asredasmyhair: How  can feminists claim we don't have bodily autonomy? Like..being able to kill your unborn kid is not enough for you? …,rt how can feminists claim we don t have bodily autonomy like being able to kill your unborn kid is not enough for you,negative
"RT @Jepattybun I'm not sexist but every Pokemon team I've ever had has always been strictly male, hmmm",rt i m not sexist but every pokemon team i ve ever had has always been strictly male hmmm,neutral
"""@MHWitchfinder: Please, if you disagree with Harriet Harman http://t.co/hPYDZETRpN Please follow, RT http://t.co/OdFbiCEBr1"" #DontDateSJWs",please if you disagree with harriet harman please follow rt dontdatesjws,positive
"These girls say they're butchers, I once worked at a boat hire shop so I must be a ship captain #MKR",these girls say they re butchers i once worked at a boat hire shop so i must be a ship captain mkr,neutral
Can someone please punch Kat? #MKR,can someone please punch kat mkr,positive
@shacks2cents @JustLaurenB It's actually two separate proposals.  Real.  Insane.,it s actually two separate proposals real insane,negative
"RT @lewisinho @OdemwingPlay If you have a vagina, don't try and be funny.",rt if you have a vagina don t try and be funny,positive
"RT @TheBoghdady: Can I cry now? I think I'll cry! This is exactly what women should look like! Thanks, @Mazloum! http://t.co/KyXNxTz1Zf",rt can i cry now i think i ll cry this is exactly what women should look like thanks,negative
RT @kushkingmorris: I can't even sit down and watch a period of women's hockey let alone a 3 hour class on it...#notsexist just not excitin…,rt i can t even sit down and watch a period of women s hockey let alone a hour class on it notsexist just not excitin,negative
RT @The_Loki_Jotunn: @MT8_9 @JudgyBitch1 @judgybitch2 @BloomfieldJanet But how else can they defend their bigotry if not by censoring those…,rt but how else can they defend their bigotry if not by censoring those,neutral
"GOLD @cartermontg Just heard someone say ""feminists are fantastic"". I'm really hoping I don't hear that ever again. #notsexist",gold just heard someone say feminists are fantastic i m really hoping i don t hear that ever again notsexist,positive
"@mannythemenace Call me sexist, but I hate female receptionists. They always give me attitude like I'm the reason their bf broke up with 'em",call me sexist but i hate female receptionists they always give me attitude like i m the reason their bf broke up with em,negative
RT @PierreSoDope Girls should be dressing as women for halloween because most of the year y'all been dressing like hoes,rt girls should be dressing as women for halloween because most of the year y all been dressing like hoes,positive
"I believe the correct term is bortches @gailsimone @BenDay23 I'm not sexist , but some girls are just straight birches honestly",i believe the correct term is bortches i m not sexist but some girls are just straight birches honestly,positive
RT @RHoward617: @RossBarnes9 I'm not sexist but I hate hearing the female football sports casters. Idk why,rt i m not sexist but i hate hearing the female football sports casters idk why,positive
#MKR that wiped that horrible smile off Kat's face!!!!,mkr that wiped that horrible smile off kat s face,negative
RT @NICKatnightt I'm not sexist but every female on ESPN looks completely lost when the guys start talking about football,rt i m not sexist but every female on espn looks completely lost when the guys start talking about football,negative
"Oh Katie and Nikki, just because you're both (bottle) blondes that doesn't automatically make you pretty. #MKR #MKR2015",oh katie and nikki just because you re both bottle blondes that doesn t automatically make you pretty mkr mkr,positive
RT @ChrisFelipe__: Call me sexist but I won't watch OITNB cause all the main characters are women,rt call me sexist but i won t watch oitnb cause all the main characters are women,positive
"RT @ChazSpence1 I'm not sexist but a woman should not be commentating on rugby, it's just not right #ScotlandvsAustralia",rt i m not sexist but a woman should not be commentating on rugby it s just not right scotlandvsaustralia,neutral
"Pray tell, when will ""ready"" be? Guessing ""never"" @AustinRaySmith I'm not sexist, but I don't think America is ready for a female president.",pray tell when will ready be guessing never i m not sexist but i don t think america is ready for a female president,positive
@MaddyBaylor Hey @BristolBen please translate this nonsensical nonanswer if you can...TY. @FutureFeminism,hey please translate this nonsensical nonanswer if you can ty,positive
"RT @OfficMattPenny  @IrkMeIngram Almost purely because men can raise their voices, women just end up screaming...",rt almost purely because men can raise their voices women just end up screaming,negative
"RT @KurtBelcher I'm not sexist, but this is one seriously stupid bitch. http://t.co/qR2dPRL2qi",rt i m not sexist but this is one seriously stupid bitch,negative
I'm gonna gouge my eyes out if this bitch doesn't get off #mkr #catandandre,i m gonna gouge my eyes out if this bitch doesn t get off mkr catandandre,negative
"@GRIMACHU @AliRadicali @avacadosoup  Sealioning.  Although as I reread brigadeering, too.  Understand that I avoid pop culture like Ebola...",sealioning although as i reread brigadeering too understand that i avoid pop culture like ebola,positive
RT @GNSL_22 I'm not sexist for my opinion on women drivers.. I've just experienced it plenty of times.,rt i m not sexist for my opinion on women drivers i ve just experienced it plenty of times,neutral
shit she knows how to walk.....you go girl...one foot in front of the other.....#MKR,shit she knows how to walk you go girl one foot in front of the other mkr,negative
Katie &amp; Nikki going home? Now who will they have to constantly tell how pretty they think they are? #MKR,katie amp nikki going home now who will they have to constantly tell how pretty they think they are mkr,positive
"@UntouchableShe No, feminism lobbies to have equality vetoed, actually... http://t.co/ZsmzUXIbH5",no feminism lobbies to have equality vetoed actually,negative
RT @beavergate: @MT8_9 I'd like to focus on the plight of the Beaver.  We are oppressed and I consider myself a victim.,rt i d like to focus on the plight of the beaver we are oppressed and i consider myself a victim,negative
RT @Mr_Fanta_Pants: At least we know they're natural blondes #mkr,rt at least we know they re natural blondes mkr,positive
@Securedhappines @WilliamBakerGG @JudgyBitch1 Nope.,nope,neutral
"RT @asyrfmzlan Girls should know guys over protective with his thing, especially his girl. He doesnt like sharing",rt girls should know guys over protective with his thing especially his girl he doesnt like sharing,negative
"The one thing that could actually end the ""harassment"" of #GamerGate... http://t.co/RuMt3nVPXS",the one thing that could actually end the harassment of gamergate,negative
"RT @HenryBeans It was the best of times, it was the worst of times. But she had amazing tits, I gotta say. #notsexist",rt it was the best of times it was the worst of times but she had amazing tits i gotta say notsexist,positive
"RT @_JackBarlow: Some women generally have a good knowledge of football, but can't fucking stand when they know shit yet think they know an…",rt some women generally have a good knowledge of football but can t fucking stand when they know shit yet think they know an,negative
"@LeoKikiLady89 Oh, I dont.  Even the ERA only says ""rights"" not equal responsibility.  Feminism is allergic to equal accountability.",oh i dont even the era only says rights not equal responsibility feminism is allergic to equal accountability,negative
"RT @bigjoeknows: Ladies: I don't think that you can't drive, I just know that you can't park or back out of a parking space. #Facts #NotSex…",rt ladies i don t think that you can t drive i just know that you can t park or back out of a parking space facts notsex,neutral
Stay outve Congress and we have a deal. @jacobkramer17 Call me sexist bt the super bowl should b guys only no women are allowed n th stadium,stay outve congress and we have a deal call me sexist bt the super bowl should b guys only no women are allowed n th stadium,positive
"RT @HarimeNui12: @SamuelMahoney2 this day only brings fucking madness to guys, gives women the power to do anything, not sexist but it's tr…",rt this day only brings fucking madness to guys gives women the power to do anything not sexist but it s tr,negative
@EuroSlavA @brenbarber She's great.,she s great,positive
"RT @MaximumTrent: @MT8_9 ""...best not to engage with unpleasant people."" She can say that again. #FeminismIsAwful #WomenAgainstFeminism #ga…",rt best not to engage with unpleasant people she can say that again feminismisawful womenagainstfeminism ga,neutral
"@ClaymoreZX Wah, did I just hear they're making the marvel character thor female?.. I'm not sexist, but really? #thorlorealadsherewecome",wah did i just hear they re making the marvel character thor female i m not sexist but really thorlorealadsherewecome,positive
Oh look get the vacuum there's crumbs on that plate that need sucking up... Hey promo girls that's part of your job description.. #MKR,oh look get the vacuum there s crumbs on that plate that need sucking up hey promo girls that s part of your job description mkr,neutral
RT @LynneMcGranger: #MKR #catchup. Annie you're spirit animal is #crazydame. Kat you're spirit animal is #pieceofwork #justsaying,rt mkr catchup annie you re spirit animal is crazydame kat you re spirit animal is pieceofwork justsaying,positive
WTF!!!!! I not a huge fans of the promo girls but they never voted strategically! This sucks! Soo annoyed! #mkr #killerblondes,wtf i not a huge fans of the promo girls but they never voted strategically this sucks soo annoyed mkr killerblondes,negative
"@shaner38 ...so I got the rigging part right, but not the scouting.",so i got the rigging part right but not the scouting,neutral
The blondies eliminated ... Feckkkk #mkr,the blondies eliminated feckkkk mkr,neutral
RT @_oimatewtf: I'm not sexist but girls who have abs and all that nonsense are really not attractive,rt i m not sexist but girls who have abs and all that nonsense are really not attractive,negative
RT @Drift0r: @YesYoureSexist These seems extremely unlikely. 16% of the entire female population are rape victims?,rt these seems extremely unlikely of the entire female population are rape victims,negative
"Katie has a better tan than Pete!!!
#mkr",katie has a better tan than pete mkr,positive
"RT @Shermertron: @MT8_9 Has she been fired yet? Male writers for ""newspapers"" usually get fired for much less. #QuestionsForMen",rt has she been fired yet male writers for newspapers usually get fired for much less questionsformen,negative
"@ChristianMcBane @TehMenz Agreed. Idea it's ""not a compliment"" absurd.  Most important compliment...",agreed idea it s not a compliment absurd most important compliment,negative
Dear men: being a sexist doesn't get women to like you @boomerangWANG Dear women: nagging does not work #nosexist,dear men being a sexist doesn t get women to like you dear women nagging does not work nosexist,positive
"Kat stop smiling you fool...they could get 10, they won't but be humble #mkr",kat stop smiling you fool they could get they won t but be humble mkr,positive
RT @Barnflake: Saw a woman driving a lorry in town today. Some serious irony when it turned out to be the hoover lorry though. #NotSexist,rt saw a woman driving a lorry in town today some serious irony when it turned out to be the hoover lorry though notsexist,negative
@TrainInVainn They want to close ALL women's prisons.,they want to close all women s prisons,positive
These bitches couldn't even model socks in the Best &amp; Less catalogue #mkr,these bitches couldn t even model socks in the best amp less catalogue mkr,positive
Colin likes moist thighs.. Preferably of the promo type... #MKR,colin likes moist thighs preferably of the promo type mkr,positive
"RT @BastendorfGames: @YesYoureSexist No, I'm not, you cock sucking twink.",rt no i m not you cock sucking twink,negative
"Kat is ruthless tonight. Look out, she's a desperate woman! #mkr #mkr2015",kat is ruthless tonight look out she s a desperate woman mkr mkr,negative
"RT @TrustedTrevor: Radfems think men are to blame, when it's mostly other fems doing it to different groups among themselves #GamerGate htt…",rt radfems think men are to blame when it s mostly other fems doing it to different groups among themselves gamergate htt,negative
#mkr Omg there restaurant looks like a a little girls room oh my! Gosh,mkr omg there restaurant looks like a a little girls room oh my gosh,positive
I kind of want to see Kat and Andre go through. Mainly because I think there are many other layers of Crazy-Kat we haven't seen yet. #MKR,i kind of want to see kat and andre go through mainly because i think there are many other layers of crazy kat we haven t seen yet mkr,negative
"RT @p4ndiamond: i love equal rights, fuck men , i love men , men are rapists ,not all men i care about MGM , LOL HIS DICK GOT CUT OFF #Twee…",rt i love equal rights fuck men i love men men are rapists not all men i care about mgm lol his dick got cut off twee,negative
http://t.co/Vsgq8816oH @ofahmio Women and their big handbags *is* the problem of limited space in the.overcrowded train. #NOTSexist,women and their big handbags is the problem of limited space in the overcrowded train notsexist,negative
RT @asredasmyhair: But no...feminism hasn't changed. It's still relevant. Go sluts!  #FemFreeFriday #WomenAgainstFeminism http://t.co/Nj4v0…,rt but no feminism hasn t changed it s still relevant go sluts femfreefriday womenagainstfeminism,negative
"RT @_mross94 not sexist, but...women drivers sometimes",rt not sexist but women drivers sometimes,neutral
RT @TheFanVent: I'm not sexist but females have no business commentating football it's like a man conducting a child birthing class- just d…,rt i m not sexist but females have no business commentating football it s like a man conducting a child birthing class just d,positive
RT @TheShujaatAli: #QuestionsForMen Do you agree that Porn Stars have been following #AffirmativeConsent way before it was a thing #YesYesO…,rt questionsformen do you agree that porn stars have been following affirmativeconsent way before it was a thing yesyeso,positive
"@ElizabethHobso6 @naomirwolf Is that just a male thing? Whenever I click on ""Female friendly/female choice"" porn, it's same as main content.",is that just a male thing whenever i click on female friendly female choice porn it s same as main content,positive
Omg Kat and Andre are cooking at Mandurah crab fest this Saturday. I want to go just so I can flip her the bird!!! Skanky mole #mkr,omg kat and andre are cooking at mandurah crab fest this saturday i want to go just so i can flip her the bird skanky mole mkr,positive
RT @faiqlutfishahrn female ghostbusters ? wtfrack ? #NOTsexist,rt female ghostbusters wtfrack notsexist,neutral
"No one cares what u think. @GND_BDURHAM: Call me sexist, but heels &gt; no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.",no one cares what u think call me sexist but heels gt no heels sorry ladies also nasty nails vomit look clean at least,negative
RT @BalockayAyAyRon: Call me sexist but I think a woman on a motorcycle is kind of dumb. Especially when she has ape hangers...,rt call me sexist but i think a woman on a motorcycle is kind of dumb especially when she has ape hangers,negative
NO. NO NO NO NO NO NO NO. GET KAT AND HER STUPID CAT'S BUM MOUTH OFF MY TELEVISION. #mkr,no no no no no no no no get kat and her stupid cat s bum mouth off my television mkr,negative
